Value,Count,LC24_EVT_250,pad_5070,sections_2,EVT_NAME,EVT_PHYS,MAP_UNIT_S,MAP_UNIT_N,GAP_Sts
42834,9645.000000000000000,7987,3,132,Western Warm Temperate Pasture and Hayland,Agricultural,322B,Sonoran Desert,3
42835,4.000000000000000,7932,2,132,Western Warm Temperate Developed Mixed Forest,Developed,322B,Sonoran Desert,2
42836,890.000000000000000,9152,2,132,North American Warm Desert Riparian Mesquite Bosque Woodland,Riparian,322B,Sonoran Desert,2
42837,9.000000000000000,7912,3,132,Western Warm Temperate Urban Mixed Forest,Developed,322B,Sonoran Desert,3
42838,2703.000000000000000,7985,4,132,Western Warm Temperate Close Grown Crop,Agricultural,322B,Sonoran Desert,1
42839,258.000000000000000,7910,1,132,Western Warm Temperate Urban Deciduous Forest,Developed,322B,Sonoran Desert,4
42840,1099.000000000000000,7980,4,132,Western Warm Temperate Orchard,Agricultural,322B,Sonoran Desert,1
42841,3.000000000000000,7913,4,132,Western Warm Temperate Urban Herbaceous,Developed,322B,Sonoran Desert,1
42842,182.000000000000000,7933,4,132,Western Warm Temperate Developed Shrubland,Developed,322B,Sonoran Desert,1
42843,226.000000000000000,9329,3,132,Western North American Ruderal Wet Shrubland,Riparian,322B,Sonoran Desert,3
42844,469.000000000000000,7295,4,132,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,322B,Sonoran Desert,1
42845,11.000000000000000,7930,3,132,Western Warm Temperate Developed Deciduous Forest,Developed,322B,Sonoran Desert,3
42846,44.000000000000000,7984,1,131,Western Warm Temperate Row Crop,Agricultural,313C,Tonto Transition,4
42847,504.000000000000000,7024,1,132,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer-Hardwood,322B,Sonoran Desert,4
42848,115.000000000000000,9828,1,132,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,322B,Sonoran Desert,4
42849,28.000000000000000,9328,1,132,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,322B,Sonoran Desert,4
42850,6.000000000000000,7054,1,132,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,322B,Sonoran Desert,4
42851,477.000000000000000,7985,1,131,Western Warm Temperate Close Grown Crop,Agricultural,313C,Tonto Transition,4
42852,945.000000000000000,7116,3,132,Madrean Juniper Savanna,Conifer,322B,Sonoran Desert,3
42853,96822.000000000000000,7104,3,132,Mogollon Chaparral,Shrubland,322B,Sonoran Desert,3
42854,6246.000000000000000,7121,3,132,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,322B,Sonoran Desert,3
42855,11889.000000000000000,7256,3,132,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,322B,Sonoran Desert,3
42856,2087.000000000000000,7023,3,132,Madrean Encinal,Conifer-Hardwood,322B,Sonoran Desert,3
42857,101.000000000000000,9533,4,131,North American Warm Desert Riparian Herbaceous,Riparian,313C,Tonto Transition,1
42858,3.000000000000000,7985,4,131,Western Warm Temperate Close Grown Crop,Agricultural,313C,Tonto Transition,1
42859,2.000000000000000,7984,4,131,Western Warm Temperate Row Crop,Agricultural,313C,Tonto Transition,1
42860,2.000000000000000,7930,4,132,Western Warm Temperate Developed Deciduous Forest,Developed,322B,Sonoran Desert,1
42861,1.000000000000000,7931,4,132,Western Warm Temperate Developed Evergreen Forest,Developed,322B,Sonoran Desert,1
42862,3.000000000000000,7932,4,132,Western Warm Temperate Developed Mixed Forest,Developed,322B,Sonoran Desert,1
42863,3.000000000000000,7298,4,132,Developed-High Intensity,Developed-High Intensity,322B,Sonoran Desert,1
42864,2.000000000000000,7934,4,132,Western Warm Temperate Developed Herbaceous,Developed,322B,Sonoran Desert,1
42865,45.000000000000000,9535,3,132,North American Warm Desert Lower Montane Riparian Shrubland,Riparian,322B,Sonoran Desert,3
42866,44.000000000000000,9035,3,132,North American Warm Desert Lower Montane Riparian Woodland,Riparian,322B,Sonoran Desert,3
42867,3.000000000000000,9019,2,131,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian,313C,Tonto Transition,2
42868,16.000000000000000,7011,1,131,Rocky Mountain Aspen Forest and Woodland,Hardwood,313C,Tonto Transition,4
42869,6.000000000000000,7913,2,131,Western Warm Temperate Urban Herbaceous,Developed,313C,Tonto Transition,2
42870,1.000000000000000,7061,4,131,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,313C,Tonto Transition,1
42871,36.000000000000000,7055,4,131,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer,313C,Tonto Transition,1
42872,2.000000000000000,7930,2,131,Western Warm Temperate Developed Deciduous Forest,Developed,313C,Tonto Transition,2
42873,141.000000000000000,9327,4,131,Interior West Ruderal Riparian Forest,Riparian,313C,Tonto Transition,1
42874,71.000000000000000,7985,2,131,Western Warm Temperate Close Grown Crop,Agricultural,313C,Tonto Transition,2
42875,1158.000000000000000,9533,3,131,North American Warm Desert Riparian Herbaceous,Riparian,313C,Tonto Transition,3
42876,2707.000000000000000,9150,3,131,North American Warm Desert Pavement,Sparsely Vegetated,313C,Tonto Transition,3
42877,10.000000000000000,7984,2,131,Western Warm Temperate Row Crop,Agricultural,313C,Tonto Transition,2
42878,20492.000000000000000,7104,2,132,Mogollon Chaparral,Shrubland,322B,Sonoran Desert,2
42879,76.000000000000000,7024,3,132,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer-Hardwood,322B,Sonoran Desert,3
42880,487.000000000000000,7297,2,132,Developed-Medium Intensity,Developed-Medium Intensity,322B,Sonoran Desert,2
42881,55.000000000000000,7913,2,132,Western Warm Temperate Urban Herbaceous,Developed,322B,Sonoran Desert,2
42882,28869.000000000000000,7025,2,132,Madrean Pinyon-Juniper Woodland,Conifer,322B,Sonoran Desert,2
42883,30.000000000000000,9011,2,132,North American Arid West Emergent Marsh,Riparian,322B,Sonoran Desert,2
42884,17281.000000000000000,7091,2,132,Sonoran Mid-Elevation Desert Scrub,Shrubland,322B,Sonoran Desert,2
42885,5834.000000000000000,9533,2,132,North American Warm Desert Riparian Herbaceous,Riparian,322B,Sonoran Desert,2
42886,1807.000000000000000,7121,2,132,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,322B,Sonoran Desert,2
42887,4155.000000000000000,7256,2,132,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,322B,Sonoran Desert,2
42888,12029.000000000000000,7023,2,132,Madrean Encinal,Conifer-Hardwood,322B,Sonoran Desert,2
42889,9.000000000000000,7985,3,131,Western Warm Temperate Close Grown Crop,Agricultural,313C,Tonto Transition,3
42890,20.000000000000000,7934,2,132,Western Warm Temperate Developed Herbaceous,Developed,322B,Sonoran Desert,2
42891,58.000000000000000,7116,2,132,Madrean Juniper Savanna,Conifer,322B,Sonoran Desert,2
42892,18.000000000000000,7024,2,132,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer-Hardwood,322B,Sonoran Desert,2
42893,143.000000000000000,7298,2,132,Developed-High Intensity,Developed-High Intensity,322B,Sonoran Desert,2
42894,10.000000000000000,9329,2,132,Western North American Ruderal Wet Shrubland,Riparian,322B,Sonoran Desert,2
42895,1994.000000000000000,9829,2,132,Western North American Ruderal Wet Meadow & Marsh,Riparian,322B,Sonoran Desert,2
42896,8.000000000000000,7911,2,132,Western Warm Temperate Urban Evergreen Forest,Developed,322B,Sonoran Desert,2
42897,1277.000000000000000,9148,1,131,North American Warm Desert Cienega,Riparian,313C,Tonto Transition,4
42898,182.000000000000000,9329,1,131,Western North American Ruderal Wet Shrubland,Riparian,313C,Tonto Transition,4
42899,13665.000000000000000,9151,1,131,North American Warm Desert Playa,Sparsely Vegetated,313C,Tonto Transition,4
42900,12.000000000000000,9150,2,131,North American Warm Desert Pavement,Sparsely Vegetated,313C,Tonto Transition,2
42901,3376.000000000000000,7108,3,131,Sonora-Mojave Semi-Desert Chaparral,Shrubland,313C,Tonto Transition,3
42902,51.000000000000000,7108,1,131,Sonora-Mojave Semi-Desert Chaparral,Shrubland,313C,Tonto Transition,4
42903,1108.000000000000000,9148,3,131,North American Warm Desert Cienega,Riparian,313C,Tonto Transition,3
42904,406.000000000000000,9329,3,131,Western North American Ruderal Wet Shrubland,Riparian,313C,Tonto Transition,3
42905,7.000000000000000,7088,3,131,Sonora-Mojave Mixed Salt Desert Scrub,Shrubland,313C,Tonto Transition,3
42906,12.000000000000000,7090,3,131,Sonoran Granite Outcrop Desert Scrub,Shrubland,313C,Tonto Transition,3
42907,32.000000000000000,9151,3,131,North American Warm Desert Playa,Sparsely Vegetated,313C,Tonto Transition,3
42908,8.000000000000000,7910,3,132,Western Warm Temperate Urban Deciduous Forest,Developed,322B,Sonoran Desert,3
42909,2.000000000000000,9328,4,131,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,313C,Tonto Transition,1
42910,25.000000000000000,9535,2,131,North American Warm Desert Lower Montane Riparian Shrubland,Riparian,313C,Tonto Transition,2
42911,5313.000000000000000,9001,1,131,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated,313C,Tonto Transition,4
42912,758.000000000000000,7987,1,26,Western Warm Temperate Pasture and Hayland,Agricultural,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,4
42913,4.000000000000000,7932,3,131,Western Warm Temperate Developed Mixed Forest,Developed,313C,Tonto Transition,3
42914,176.000000000000000,9150,4,131,North American Warm Desert Pavement,Sparsely Vegetated,313C,Tonto Transition,1
42915,29.000000000000000,9329,4,131,Western North American Ruderal Wet Shrubland,Riparian,313C,Tonto Transition,1
42916,18.000000000000000,9148,4,131,North American Warm Desert Cienega,Riparian,313C,Tonto Transition,1
42917,1439.000000000000000,7108,4,131,Sonora-Mojave Semi-Desert Chaparral,Shrubland,313C,Tonto Transition,1
42918,3.000000000000000,7983,3,131,Western Warm Temperate Row Crop - Close Grown Crop,Agricultural,313C,Tonto Transition,3
42919,88.000000000000000,7983,1,131,Western Warm Temperate Row Crop - Close Grown Crop,Agricultural,313C,Tonto Transition,4
42920,100.000000000000000,7988,1,131,Western Warm Temperate Wheat,Agricultural,313C,Tonto Transition,4
42921,60143.000000000000000,7104,4,132,Mogollon Chaparral,Shrubland,322B,Sonoran Desert,1
42922,439.000000000000000,7116,4,132,Madrean Juniper Savanna,Conifer,322B,Sonoran Desert,1
42923,218.000000000000000,7024,4,132,Madrean Lower Montane Pine-Oak Forest and Woodland,Conifer-Hardwood,322B,Sonoran Desert,1
42924,2994.000000000000000,7256,4,132,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,322B,Sonoran Desert,1
42925,7257.000000000000000,7023,4,132,Madrean Encinal,Conifer-Hardwood,322B,Sonoran Desert,1
42926,16.000000000000000,7054,4,132,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer,322B,Sonoran Desert,1
42927,4997.000000000000000,7121,4,132,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,322B,Sonoran Desert,1
42928,1660.000000000000000,7064,3,26,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42929,903.000000000000000,7093,3,26,Southern Colorado Plateau Sand Shrubland,Shrubland,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42930,176.000000000000000,9308,3,26,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42931,2.000000000000000,7078,3,26,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42932,4874.000000000000000,9307,3,26,Great Basin & Intermountain Introduced Annual and Biennial Forbland,Exotic Herbaceous,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42933,3012.000000000000000,7967,1,26,Western Cool Temperate Pasture and Hayland,Agricultural,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,4
42934,108.000000000000000,9309,3,26,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42935,210.000000000000000,9329,2,26,Western North American Ruderal Wet Shrubland,Riparian,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,2
42936,955.000000000000000,7153,3,26,Inter-Mountain Basins Greasewood Flat,Shrubland,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42937,237.000000000000000,7922,1,26,Western Cool Temperate Developed Mixed Forest,Developed,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,4
42938,23.000000000000000,7924,3,26,Western Cool Temperate Developed Herbaceous,Developed,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42939,1614.000000000000000,7057,1,26,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,4
42940,1.000000000000000,9009,3,26,Inter-Mountain Basins Shale Badland,Sparsely Vegetated,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,3
42941,24.000000000000000,7297,2,26,Developed-Medium Intensity,Developed-Medium Intensity,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,2
42942,50.000000000000000,7061,1,131,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Conifer-Hardwood,313C,Tonto Transition,4
42943,11269.000000000000000,7104,1,23,Mogollon Chaparral,Shrubland,313B,Navaho Canyonlands,4
42944,5.000000000000000,7904,2,124,Western Cool Temperate Urban Shrubland,Developed,313D,Painted Desert,2
42945,1.000000000000000,7297,2,124,Developed-Medium Intensity,Developed-Medium Intensity,313D,Painted Desert,2
42946,12.000000000000000,7296,2,124,Developed-Low Intensity,Developed-Low Intensity,313D,Painted Desert,2
42947,61.000000000000000,9329,2,124,Western North American Ruderal Wet Shrubland,Riparian,313D,Painted Desert,2
42948,1.000000000000000,7901,2,124,Western Cool Temperate Urban Evergreen Forest,Developed,313D,Painted Desert,2
42949,1.000000000000000,7921,2,124,Western Cool Temperate Developed Evergreen Forest,Developed,313D,Painted Desert,2
42950,5329.000000000000000,7104,3,23,Mogollon Chaparral,Shrubland,313B,Navaho Canyonlands,3
42951,314.000000000000000,9327,4,26,Interior West Ruderal Riparian Forest,Riparian,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,1
42952,18.000000000000000,7914,2,26,Western Warm Temperate Urban Shrubland,Developed,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,2
42953,10.000000000000000,7934,2,26,Western Warm Temperate Developed Herbaceous,Developed,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,2
42954,1.000000000000000,7903,2,124,Western Cool Temperate Urban Herbaceous,Developed,313D,Painted Desert,2
42955,77.000000000000000,7145,2,124,Rocky Mountain Subalpine-Montane Mesic Meadow,Grassland,313D,Painted Desert,2
42956,18.000000000000000,7117,2,124,Southern Rocky Mountain Ponderosa Pine Savanna,Conifer,313D,Painted Desert,2
42957,12.000000000000000,7153,2,26,Inter-Mountain Basins Greasewood Flat,Shrubland,M313A,White Mountains - San Francisco Peaks - Mongollon Rim,2
42958,19.000000000000000,7299,4,23,Developed-Roads,Developed-Roads,313B,Navaho Canyonlands,1
42959,2144.000000000000000,9033,4,23,Inter-Mountain Basins Volcanic Rock and Cinder Land,Sparsely Vegetated,313B,Navaho Canyonlands,1
42960,2.000000000000000,7923,4,23,Western Cool Temperate Developed Shrubland,Developed,313B,Navaho Canyonlands,1
42961,4.000000000000000,7903,4,23,Western Cool Temperate Urban Herbaceous,Developed,313B,Navaho Canyonlands,1
42962,2.000000000000000,7115,4,23,Inter-Mountain Basins Juniper Savanna,Conifer,313B,Navaho Canyonlands,1
42963,1.000000000000000,7921,4,23,Western Cool Temperate Developed Evergreen Forest,Developed,313B,Navaho Canyonlands,1
42964,6.000000000000000,9829,4,23,Western North American Ruderal Wet Meadow & Marsh,Riparian,313B,Navaho Canyonlands,1
42965,773.000000000000000,7026,1,23,Madrean Upper Montane Conifer-Oak Forest and Woodland,Conifer-Hardwood,313B,Navaho Canyonlands,4
42966,5153.000000000000000,7026,3,23,Madrean Upper Montane Conifer-Oak Forest and Woodland,Conifer-Hardwood,313B,Navaho Canyonlands,3
42967,129.000000000000000,7023,1,23,Madrean Encinal,Conifer-Hardwood,313B,Navaho Canyonlands,4
42968,6.000000000000000,7921,1,135,Western Cool Temperate Developed Evergreen Forest,Developed,315H,Central Rio Grande Intermontane,4
42969,2.000000000000000,7922,1,135,Western Cool Temperate Developed Mixed Forest,Developed,315H,Central Rio Grande Intermontane,4
42970,56.000000000000000,7967,1,135,Western Cool Temperate Pasture and Hayland,Agricultural,315H,Central Rio Grande Intermontane,4
42971,1670.000000000000000,9033,1,135,Inter-Mountain Basins Volcanic Rock and Cinder Land,Sparsely Vegetated,315H,Central Rio Grande Intermontane,4
42972,5.000000000000000,7964,1,135,Western Cool Temperate Row Crop,Agricultural,315H,Central Rio Grande Intermontane,4
42973,1506.000000000000000,7988,1,135,Western Warm Temperate Wheat,Agricultural,315H,Central Rio Grande Intermontane,4
42974,5.000000000000000,7984,3,135,Western Warm Temperate Row Crop,Agricultural,315H,Central Rio Grande Intermontane,3
42975,2216.000000000000000,9327,2,135,Interior West Ruderal Riparian Forest,Riparian,315H,Central Rio Grande Intermontane,2
42976,1577.000000000000000,7292,2,135,Open Water,Open Water,315H,Central Rio Grande Intermontane,2
42977,1397.000000000000000,9828,2,135,Interior Western North American Temperate Ruderal Grassland,Exotic Herbaceous,315H,Central Rio Grande Intermontane,2
42978,5.000000000000000,7980,2,135,Western Warm Temperate Orchard,Agricultural,315H,Central Rio Grande Intermontane,2
42979,58.000000000000000,7985,2,135,Western Warm Temperate Close Grown Crop,Agricultural,315H,Central Rio Grande Intermontane,2
42980,1.000000000000000,7932,2,135,Western Warm Temperate Developed Mixed Forest,Developed,315H,Central Rio Grande Intermontane,2
42981,17959.000000000000000,7104,3,135,Mogollon Chaparral,Shrubland,315H,Central Rio Grande Intermontane,3
42982,10.000000000000000,7934,3,135,Western Warm Temperate Developed Herbaceous,Developed,315H,Central Rio Grande Intermontane,3
42983,5.000000000000000,7913,3,135,Western Warm Temperate Urban Herbaceous,Developed,315H,Central Rio Grande Intermontane,3
42984,5.000000000000000,9033,3,135,Inter-Mountain Basins Volcanic Rock and Cinder Land,Sparsely Vegetated,315H,Central Rio Grande Intermontane,3
42985,9914.000000000000000,7104,1,135,Mogollon Chaparral,Shrubland,315H,Central Rio Grande Intermontane,4
42986,3.000000000000000,7914,2,23,Western Warm Temperate Urban Shrubland,Developed,313B,Navaho Canyonlands,2
42987,25.000000000000000,7115,2,135,Inter-Mountain Basins Juniper Savanna,Conifer,315H,Central Rio Grande Intermontane,2
42988,3.000000000000000,9033,2,135,Inter-Mountain Basins Volcanic Rock and Cinder Land,Sparsely Vegetated,315H,Central Rio Grande Intermontane,2
42989,2.000000000000000,7911,2,135,Western Warm Temperate Urban Evergreen Forest,Developed,315H,Central Rio Grande Intermontane,2
42990,75914.000000000000000,7964,1,18,Western Cool Temperate Row Crop,Agricultural,315A,Pecos Valley,4
42991,4.000000000000000,7901,4,30,Western Cool Temperate Urban Evergreen Forest,Developed,M313B,Sacramento-Monzano Mountains,1
42992,16.000000000000000,7056,1,30,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Conifer,M313B,Sacramento-Monzano Mountains,4
42993,1160.000000000000000,9328,2,30,Interior Western North American Temperate Ruderal Shrubland,Exotic Tree-Shrub,M313B,Sacramento-Monzano Mountains,2
42994,3.000000000000000,7911,4,30,Western Warm Temperate Urban Evergreen Forest,Developed,M313B,Sacramento-Monzano Mountains,1
42995,2.000000000000000,7912,3,135,Western Warm Temperate Urban Mixed Forest,Developed,315H,Central Rio Grande Intermontane,3
42996,1.000000000000000,7932,3,135,Western Warm Temperate Developed Mixed Forest,Developed,315H,Central Rio Grande Intermontane,3
42997,85.000000000000000,7987,3,135,Western Warm Temperate Pasture and Hayland,Agricultural,315H,Central Rio Grande Intermontane,3
42998,8489.000000000000000,7966,1,18,Western Cool Temperate Fallow/Idle Cropland,Agricultural,315A,Pecos Valley,4
42999,35.000000000000000,7150,1,30,Western Great Plains Tallgrass Prairie,Grassland,M313B,Sacramento-Monzano Mountains,4
43000,40804.000000000000000,9004,1,18,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated,315A,Pecos Valley,4
43001,3116.000000000000000,7960,1,18,Western Cool Temperate Orchard,Agricultural,315A,Pecos Valley,4
43002,2.000000000000000,9022,4,30,Rocky Mountain Subalpine-Montane Riparian Woodland,Riparian,M313B,Sacramento-Monzano Mountains,1
43003,3.000000000000000,9329,4,30,Western North American Ruderal Wet Shrubland,Riparian,M313B,Sacramento-Monzano Mountains,1
43004,457.000000000000000,7914,2,30,Western Warm Temperate Urban Shrubland,Developed,M313B,Sacramento-Monzano Mountains,2
43005,27.000000000000000,9327,2,30,Interior West Ruderal Riparian Forest,Riparian,M313B,Sacramento-Monzano Mountains,2
43006,148.000000000000000,7298,2,30,Developed-High Intensity,Developed-High Intensity,M313B,Sacramento-Monzano Mountains,2
43007,17.000000000000000,9001,2,30,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated,M313B,Sacramento-Monzano Mountains,2
43008,313.000000000000000,7913,2,30,Western Warm Temperate Urban Herbaceous,Developed,M313B,Sacramento-Monzano Mountains,2
43009,6.000000000000000,7922,1,18,Western Cool Temperate Developed Mixed Forest,Developed,315A,Pecos Valley,4
43010,1.000000000000000,9329,3,18,Western North American Ruderal Wet Shrubland,Riparian,315A,Pecos Valley,3
43011,214.000000000000000,9829,3,18,Western North American Ruderal Wet Meadow & Marsh,Riparian,315A,Pecos Valley,3
43012,2.000000000000000,7126,1,18,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland,315A,Pecos Valley,4
43013,1143.000000000000000,7295,2,135,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,315H,Central Rio Grande Intermontane,2
43014,2.000000000000000,7902,1,18,Western Cool Temperate Urban Mixed Forest,Developed,315A,Pecos Valley,4
43015,1.000000000000000,7988,2,135,Western Warm Temperate Wheat,Agricultural,315H,Central Rio Grande Intermontane,2
43016,46.000000000000000,7964,3,18,Western Cool Temperate Row Crop,Agricultural,315A,Pecos Valley,3
43017,2.000000000000000,7966,3,18,Western Cool Temperate Fallow/Idle Cropland,Agricultural,315A,Pecos Valley,3
43018,71992.000000000000000,9008,1,18,Inter-Mountain Basins Playa,Sparsely Vegetated,315A,Pecos Valley,4
43019,8841.000000000000000,7057,1,30,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Conifer,M313B,Sacramento-Monzano Mountains,4
43020,62.000000000000000,9329,3,30,Western North American Ruderal Wet Shrubland,Riparian,M313B,Sacramento-Monzano Mountains,3
43021,948.000000000000000,9008,1,30,Inter-Mountain Basins Playa,Sparsely Vegetated,M313B,Sacramento-Monzano Mountains,4
43022,49.000000000000000,7149,1,135,Western Great Plains Shortgrass Prairie,Grassland,315H,Central Rio Grande Intermontane,4
43023,8603.000000000000000,9008,3,18,Inter-Mountain Basins Playa,Sparsely Vegetated,315A,Pecos Valley,3
43024,9.000000000000000,7150,3,18,Western Great Plains Tallgrass Prairie,Grassland,315A,Pecos Valley,3
43025,1.000000000000000,7963,3,18,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural,315A,Pecos Valley,3
43026,2181378.000000000000000,7025,1,30,Madrean Pinyon-Juniper Woodland,Conifer,M313B,Sacramento-Monzano Mountains,4
43027,78676.000000000000000,7025,2,30,Madrean Pinyon-Juniper Woodland,Conifer,M313B,Sacramento-Monzano Mountains,2
43028,118176.000000000000000,7025,1,18,Madrean Pinyon-Juniper Woodland,Conifer,315A,Pecos Valley,4
43029,32639.000000000000000,7025,3,18,Madrean Pinyon-Juniper Woodland,Conifer,315A,Pecos Valley,3
43030,5658.000000000000000,7914,3,18,Western Warm Temperate Urban Shrubland,Developed,315A,Pecos Valley,3
43031,3.000000000000000,7931,3,18,Western Warm Temperate Developed Evergreen Forest,Developed,315A,Pecos Valley,3
43032,64.000000000000000,7933,3,18,Western Warm Temperate Developed Shrubland,Developed,315A,Pecos Valley,3
43033,7895292.000000000000000,7121,1,18,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,315A,Pecos Valley,4
43034,20.000000000000000,7094,2,30,Western Great Plains Sandhill Steppe,Shrubland,M313B,Sacramento-Monzano Mountains,2
43035,3458124.000000000000000,7121,1,30,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,M313B,Sacramento-Monzano Mountains,4
43036,1204212.000000000000000,7121,3,30,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,M313B,Sacramento-Monzano Mountains,3
43037,10720.000000000000000,9004,3,18,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated,315A,Pecos Valley,3
43038,2.000000000000000,9025,3,30,Western Great Plains Closed Depression Wetland,Riparian,M313B,Sacramento-Monzano Mountains,3
43039,3389043.000000000000000,7256,1,18,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,315A,Pecos Valley,4
43040,1417837.000000000000000,7256,1,30,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,M313B,Sacramento-Monzano Mountains,4
43041,412796.000000000000000,7256,3,30,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,M313B,Sacramento-Monzano Mountains,3
43042,1183098.000000000000000,7256,3,18,Apacherian-Chihuahuan Semi-Desert Grassland,Grassland,315A,Pecos Valley,3
43043,4000736.000000000000000,7121,3,18,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,315A,Pecos Valley,3
43044,361.000000000000000,7965,3,18,Western Cool Temperate Close Grown Crop,Agricultural,315A,Pecos Valley,3
43045,6.000000000000000,9265,3,18,Southwestern Great Plains Canyon,Sparsely Vegetated,315A,Pecos Valley,3
43046,1603252.000000000000000,7121,1,137,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,315B,Texas High Plains,4
43047,163.000000000000000,7094,2,18,Western Great Plains Sandhill Steppe,Shrubland,315A,Pecos Valley,2
43048,278.000000000000000,9011,2,18,North American Arid West Emergent Marsh,Riparian,315A,Pecos Valley,2
43049,184.000000000000000,9527,2,18,Western Great Plains Floodplain Herbaceous,Riparian,315A,Pecos Valley,2
43050,29024.000000000000000,7121,2,18,Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Shrubland,315A,Pecos Valley,2
43051,13.000000000000000,9004,2,18,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated,315A,Pecos Valley,2
43052,55.000000000000000,9526,2,18,Western Great Plains Floodplain Shrubland,Riparian,315A,Pecos Valley,2
43053,18.000000000000000,7967,2,18,Western Cool Temperate Pasture and Hayland,Agricultural,315A,Pecos Valley,2
43054,301.000000000000000,7111,2,18,Western Great Plains Mesquite Shrubland,Shrubland,315A,Pecos Valley,2
43055,6398.000000000000000,7149,2,18,Western Great Plains Shortgrass Prairie,Grassland,315A,Pecos Valley,2
43056,2.000000000000000,9026,2,18,Western Great Plains Floodplain Forest and Woodland,Riparian,315A,Pecos Valley,2
43057,8.000000000000000,7965,2,18,Western Cool Temperate Close Grown Crop,Agricultural,315A,Pecos Valley,2
43058,1.000000000000000,7960,2,18,Western Cool Temperate Orchard,Agricultural,315A,Pecos Valley,2
43059,340.000000000000000,7119,2,18,Southern Rocky Mountain Juniper Woodland and Savanna,Conifer,315A,Pecos Valley,2
43060,5.000000000000000,9029,2,18,Western Great Plains Saline Depression Wetland,Riparian,315A,Pecos Valley,2
