transition,model_code,annual_probability, return_interval ,bps_name
Wind or Weather or Stress,10520_12,0.0034178,293,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_13,0.0032776,305,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_15,0.0033476,299,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_16_23_24,0.0034456,290,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_17,0.003394,295,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_18,0.0033986,294,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_21,0.0033194,301,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_25,0.0034192,292,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10520_27,0.0030518,328,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10530_10_19,0.0021326,469,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna
Wind or Weather or Stress,10540_20,0.0000822,12165,Southern Rocky Mountain Ponderosa Pine Woodland
Wind or Weather or Stress,10540_22,0.0042338,236,Southern Rocky Mountain Ponderosa Pine Woodland
Wind or Weather or Stress,10541_27,0.0112572,89,Southern Rocky Mountain Ponderosa Pine Woodland - South
Wind or Weather or Stress,10550_1_8_9,0.002474,404,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_10_19,0.0014866,673,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_15_28,0.001988,503,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_16_23_24,0.0003598,2779,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_17,0.000374,2674,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_18,0.0003236,3090,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_27,0.0019418,515,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10550_29,0.000942,1062,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_1_7_8_9,0.0013394,747,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_10_19,0.0032734,305,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_15_28,0.001951,513,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_16_23,0.000383,2611,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_18,0.0003524,2838,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_20,0.0003102,3224,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_21_22,0.0001862,5371,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10560_29,0.000173,5780,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland
Wind or Weather or Stress,10570_12_16,0.0017502,571,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Wind or Weather or Stress,10570_18,0.0018866,530,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Wind or Weather or Stress,10570_23,0.0017558,570,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Wind or Weather or Stress,10570_28,0.0017636,567,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Wind or Weather or Stress,10570_29,0.0017876,559,Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland
Wind or Weather or Stress,10580_12,0.0006586,1518,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Wind or Weather or Stress,10580_4,0.0008918,1121,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland
Wind or Weather or Stress,10581_6,0.0006424,1557,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet
Wind or Weather or Stress,10582_6,0.000781,1280,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry
Wind or Weather or Stress,10590_24_28,0.0002466,4055,Southern Rocky Mountain Pinyon-Juniper Woodland
Wind or Weather or Stress,10590_25,0.0003486,2869,Southern Rocky Mountain Pinyon-Juniper Woodland
Wind or Weather or Stress,10590_26,0.0065588,152,Southern Rocky Mountain Pinyon-Juniper Woodland
Wind or Weather or Stress,10590_27_33,0.0299344,33,Southern Rocky Mountain Pinyon-Juniper Woodland
Wind or Weather or Stress,10610_13,0.0000652,15337,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10610_6,0.0005276,1895,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland
Wind or Weather or Stress,10612_16_23,0.0000448,22321,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland - High Elevation
Wind or Weather or Stress,10620_22_28,0.0063842,157,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland
Wind or Weather or Stress,10660_16_23_24,0.0099534,100,Inter-Mountain Basins Mat Saltbush Shrubland
Wind or Weather or Stress,10660_22,0.009987,100,Inter-Mountain Basins Mat Saltbush Shrubland
Wind or Weather or Stress,10660_29,0.0532178,19,Inter-Mountain Basins Mat Saltbush Shrubland
Wind or Weather or Stress,10670_6,0.0018674,536,Mediterranean California Alpine Fell-Field
Wind or Weather or Stress,10680_1_7,0.0100116,100,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow
Wind or Weather or Stress,10700_10_19_28,0.008662,115,Rocky Mountain Alpine Dwarf-Shrubland
Wind or Weather or Stress,10700_16,0.0086208,116,Rocky Mountain Alpine Dwarf-Shrubland
Wind or Weather or Stress,10700_21,0.0088772,113,Rocky Mountain Alpine Dwarf-Shrubland
Wind or Weather or Stress,10710_6,0.0086242,116,Sierra Nevada Alpine Dwarf-Shrubland
Wind or Weather or Stress,10720_28,0.000836,1196,Wyoming Basins Dwarf Sagebrush Shrubland and Steppe
Wind or Weather or Stress,10740_25_26,0.0102704,97,Chihuahuan Creosotebush Desert Scrub
Wind or Weather or Stress,10750_25,0.0398198,25,Chihuahuan Mixed Salt Desert Scrub
Wind or Weather or Stress,10750_26,0.0556386,18,Chihuahuan Mixed Salt Desert Scrub
Wind or Weather or Stress,10760_26,0.9868,1,Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub
Wind or Weather or Stress,10770_15,0.0042864,233,Chihuahuan Succulent Desert Scrub
Wind or Weather or Stress,10770_25_26,0.0044694,224,Chihuahuan Succulent Desert Scrub
Wind or Weather or Stress,10780_16_23_24_25,0.0133666,75,Colorado Plateau Blackbrush-Mormon-tea Shrubland
Wind or Weather or Stress,10790_13,0.0133646,75,Great Basin Xeric Mixed Sagebrush Shrubland
Wind or Weather or Stress,10790_6_9_10_12_16_17_18,0.0045696,219,Great Basin Xeric Mixed Sagebrush Shrubland
Wind or Weather or Stress,10800_1_7_8_9,0.0051578,194,Inter-Mountain Basins Big Sagebrush Shrubland
Wind or Weather or Stress,10800_10_19,0.0009788,1022,Inter-Mountain Basins Big Sagebrush Shrubland
Wind or Weather or Stress,10800_13_14,0.0078978,127,Inter-Mountain Basins Big Sagebrush Shrubland
Wind or Weather or Stress,10801_21_22_28,0.0022298,448,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush
Wind or Weather or Stress,10802_21_22_28,0.0048834,205,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush
Wind or Weather or Stress,10803_6_12_15_16_17_18_23_24_25,0.0060638,165,Inter-Mountain Basins Big Sagebrush Shrubland - Semi-Desert
Wind or Weather or Stress,10804_6_12_15_16_17_18_23_24_25,0.0059578,168,Inter-Mountain Basins Big Sagebrush Shrubland - Upland
Wind or Weather or Stress,10810_15_16_23_24_28,0.0547222,18,Inter-Mountain Basins Mixed Salt Desert Scrub
Wind or Weather or Stress,10810_18_19_21,0.0180728,55,Inter-Mountain Basins Mixed Salt Desert Scrub
Wind or Weather or Stress,10810_22,0.0523296,19,Inter-Mountain Basins Mixed Salt Desert Scrub
Wind or Weather or Stress,10810_27_33,0.0496346,20,Inter-Mountain Basins Mixed Salt Desert Scrub
Wind or Weather or Stress,10810_6_12_13_17,0.0271896,37,Inter-Mountain Basins Mixed Salt Desert Scrub
Wind or Weather or Stress,10810_7_8_9,0.013843,72,Inter-Mountain Basins Mixed Salt Desert Scrub
Wind or Weather or Stress,10850_20,0.0503576,20,Northwestern Great Plains Shrubland
Wind or Weather or Stress,10850_29_30,0.0495388,20,Northwestern Great Plains Shrubland
Wind or Weather or Stress,10860_13_16_17_18_21_23,0.0049896,200,Rocky Mountain Lower Montane-Foothill Shrubland
Wind or Weather or Stress,10860_25,0.0046696,214,Rocky Mountain Lower Montane-Foothill Shrubland
Wind or Weather or Stress,10860_27_31_33,0.0050428,198,Rocky Mountain Lower Montane-Foothill Shrubland
Wind or Weather or Stress,10860_28,0.0047658,210,Rocky Mountain Lower Montane-Foothill Shrubland
Wind or Weather or Stress,10860_29,0.0032264,310,Rocky Mountain Lower Montane-Foothill Shrubland
Wind or Weather or Stress,10861_22,0.0048752,205,Rocky Mountain Lower Montane-Foothill Shrubland - No True Mountain Mahogany
Wind or Weather or Stress,10862_22,0.0032172,311,Rocky Mountain Lower Montane-Foothill Shrubland - True Mountain Mahogany
Wind or Weather or Stress,10870_4_6_12_13_14_15_17_24_25,0.0111322,90,Sonora-Mojave Creosotebush-White Bursage Desert Scrub
Wind or Weather or Stress,10880_12_13_14_25,0.032668,31,Sonora-Mojave Mixed Salt Desert Scrub
Wind or Weather or Stress,10880_4_5,0.0329698,30,Sonora-Mojave Mixed Salt Desert Scrub
Wind or Weather or Stress,10900_14,0.006596,152,Sonoran Granite Outcrop Desert Scrub
Wind or Weather or Stress,10910_15,0.0088014,114,Sonoran Mid-Elevation Desert Scrub
Wind or Weather or Stress,10910_25,0.0673036,15,Sonoran Mid-Elevation Desert Scrub
Wind or Weather or Stress,10930_13_15_16_23_24_28,0.0076704,130,Southern Colorado Plateau Sand Shrubland
Wind or Weather or Stress,10940_25,0.000785,1274,Western Great Plains Sandhill Steppe
Wind or Weather or Stress,10940_26,0.0044018,227,Western Great Plains Sandhill Steppe
Wind or Weather or Stress,10940_27_33,0.1256032,8,Western Great Plains Sandhill Steppe
Wind or Weather or Stress,10940_31_38,0.1246194,8,Western Great Plains Sandhill Steppe
Wind or Weather or Stress,10950_26_35,0.0243762,41,Apacherian-Chihuahuan Mesquite Upland Scrub
Wind or Weather or Stress,10950_27,0.0245284,41,Apacherian-Chihuahuan Mesquite Upland Scrub
Wind or Weather or Stress,11000_15,0.011197,89,Chihuahuan Mixed Desert and Thorn Scrub
Wind or Weather or Stress,11002_25,0.0092206,108,Chihuahuan Mixed Desert and Thorn Scrub - Shrubland
Wind or Weather or Stress,11003_25,0.0103624,97,Chihuahuan Mixed Desert and Thorn Scrub - Steppe
Wind or Weather or Stress,11020_28,0.0014928,670,Colorado Plateau Pinyon-Juniper Shrubland
Wind or Weather or Stress,11040_23_24,0.0021884,457,Mogollon Chaparral
Wind or Weather or Stress,11070_13,0.0070664,142,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Wind or Weather or Stress,11070_17,0.0069086,145,Rocky Mountain Gambel Oak-Mixed Montane Shrubland
Wind or Weather or Stress,11071_16,0.006102,164,Rocky Mountain Gambel Oak-Mixed Montane Shrubland  - Continuous
Wind or Weather or Stress,11072_16,0.0069154,145,Rocky Mountain Gambel Oak-Mixed Montane Shrubland - Patchy
Wind or Weather or Stress,11090_14,0.0009694,1032,Sonoran Paloverde-Mixed Cacti Desert Scrub
Wind or Weather or Stress,11090_15_25,0.0009802,1020,Sonoran Paloverde-Mixed Cacti Desert Scrub
Wind or Weather or Stress,11090_4_13,0.0009504,1052,Sonoran Paloverde-Mixed Cacti Desert Scrub
Wind or Weather or Stress,11110_26,0.007289,137,Western Great Plains Mesquite Woodland and Shrubland
Wind or Weather or Stress,11110_32_35,0.0062614,160,Western Great Plains Mesquite Woodland and Shrubland
Wind or Weather or Stress,11110_34,0.0071818,139,Western Great Plains Mesquite Woodland and Shrubland
Wind or Weather or Stress,11160_15_25,0.0057304,175,Madrean Juniper Savanna
Wind or Weather or Stress,11160_24,0.0050234,199,Madrean Juniper Savanna
Wind or Weather or Stress,11160_26,0.0048006,208,Madrean Juniper Savanna
Wind or Weather or Stress,11170_29,0.0001136,8803,Southern Rocky Mountain Ponderosa Pine Savanna
Wind or Weather or Stress,11171_27,0.0200138,50,Southern Rocky Mountain Ponderosa Pine Savanna - South
Wind or Weather or Stress,11190_26,0.0064308,156,Southern Rocky Mountain Juniper Woodland and Savanna
Wind or Weather or Stress,11190_34,0.0043852,228,Southern Rocky Mountain Juniper Woodland and Savanna
Wind or Weather or Stress,11210_25,0.0165174,61,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Wind or Weather or Stress,11210_26,0.0218298,46,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Wind or Weather or Stress,11210_27,0.0264426,38,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe
Wind or Weather or Stress,11220_25,0.0046848,213,Chihuahuan Gypsophilous Grassland and Steppe
Wind or Weather or Stress,11220_26,0.0198436,50,Chihuahuan Gypsophilous Grassland and Steppe
Wind or Weather or Stress,11220_27,0.8074418,1,Chihuahuan Gypsophilous Grassland and Steppe
Wind or Weather or Stress,11230_10_18,0.0058562,171,Columbia Plateau Steppe and Grassland
Wind or Weather or Stress,11240_1_7_8_9,0.0066008,151,Columbia Plateau Low Sagebrush Steppe
Wind or Weather or Stress,11250_1_7_8_9_10_19,0.0064368,155,Inter-Mountain Basins Big Sagebrush Steppe
Wind or Weather or Stress,11250_20_29_30_31_33,0.0100898,99,Inter-Mountain Basins Big Sagebrush Steppe
Wind or Weather or Stress,11250_6_12_13_15_16_17_18_23_24_25_28,0.0053724,186,Inter-Mountain Basins Big Sagebrush Steppe
Wind or Weather or Stress,11260_1_7_8_9_10_19,0.0067742,148,Inter-Mountain Basins Montane Sagebrush Steppe
Wind or Weather or Stress,11260_20_29_33,0.0076892,130,Inter-Mountain Basins Montane Sagebrush Steppe
Wind or Weather or Stress,11260_21,0.0077656,129,Inter-Mountain Basins Montane Sagebrush Steppe
Wind or Weather or Stress,11260_22,0.0029746,336,Inter-Mountain Basins Montane Sagebrush Steppe
Wind or Weather or Stress,11270_10_12_13_17_18,0.0134594,74,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_14,0.013342,75,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_15,0.1009868,10,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_16_23_24_25,0.099726,10,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_21,0.006709,149,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_22,0.0517986,19,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_28,0.1003264,10,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11270_7_8_9,0.013589,74,Inter-Mountain Basins Semi-Desert Shrub-Steppe
Wind or Weather or Stress,11320_31_38,0.013742,73,Central Mixedgrass Prairie
Wind or Weather or Stress,11320_32_34_35,0.0090904,110,Central Mixedgrass Prairie
Wind or Weather or Stress,11320_33,0.0237408,42,Central Mixedgrass Prairie
Wind or Weather or Stress,11330_25,0.0283618,35,Chihuahuan Sandy Plains Semi-Desert Grassland
Wind or Weather or Stress,11350_13_14,0.0226108,44,Inter-Mountain Basins Semi-Desert Grassland
Wind or Weather or Stress,11350_15_28,0.021711,46,Inter-Mountain Basins Semi-Desert Grassland
Wind or Weather or Stress,11350_16_23_24,0.0198358,50,Inter-Mountain Basins Semi-Desert Grassland
Wind or Weather or Stress,11350_22,0.0219746,46,Inter-Mountain Basins Semi-Desert Grassland
Wind or Weather or Stress,11350_25,0.020447,49,Inter-Mountain Basins Semi-Desert Grassland
Wind or Weather or Stress,11350_7_8_9_10_12_17_18,0.0082414,121,Inter-Mountain Basins Semi-Desert Grassland
Wind or Weather or Stress,11360_6,0.009851,102,Mediterranean California Alpine Dry Tundra
Wind or Weather or Stress,11390_20,0.0667626,15,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Wind or Weather or Stress,11390_22,0.0101686,98,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Wind or Weather or Stress,11390_29,0.067232,15,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland
Wind or Weather or Stress,11410_20,0.0275148,36,Northwestern Great Plains Mixedgrass Prairie
Wind or Weather or Stress,11410_29_30,0.0322496,31,Northwestern Great Plains Mixedgrass Prairie
Wind or Weather or Stress,11410_31,0.0120792,83,Northwestern Great Plains Mixedgrass Prairie
Wind or Weather or Stress,11410_39,0.0121214,82,Northwestern Great Plains Mixedgrass Prairie
Wind or Weather or Stress,11410_40,0.012394,81,Northwestern Great Plains Mixedgrass Prairie
Wind or Weather or Stress,11430_9_19_21_28,0.0019306,518,Rocky Mountain Alpine Fell-Field
Wind or Weather or Stress,11440_12_16_19_28,0.0095514,105,Rocky Mountain Alpine Turf
Wind or Weather or Stress,11440_21_22,0.0098534,101,Rocky Mountain Alpine Turf
Wind or Weather or Stress,11470_27_33,0.0056642,177,Western Great Plains Foothill and Piedmont Grassland
Wind or Weather or Stress,11470_28,0.0170504,59,Western Great Plains Foothill and Piedmont Grassland
Wind or Weather or Stress,11480_31_38,0.0097246,103,Western Great Plains Sand Prairie
Wind or Weather or Stress,11480_32,0.0073842,135,Western Great Plains Sand Prairie
Wind or Weather or Stress,11480_34_35,0.082804,12,Western Great Plains Sand Prairie
Wind or Weather or Stress,11490_25,0.0007962,1256,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11490_26,0.0270028,37,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11490_27_38,0.0231254,43,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11490_28,0.0185182,54,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11490_29,0.0248546,40,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11490_31_33,0.0243966,41,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11490_34_35,0.0176794,57,Western Great Plains Shortgrass Prairie
Wind or Weather or Stress,11500_31_39_40,0.0247198,40,Western Great Plains Tallgrass Prairie
Wind or Weather or Stress,11500_38,0.0183986,54,Western Great Plains Tallgrass Prairie
Wind or Weather or Stress,11510_4_5,0.0179212,56,California Central Valley Riparian Woodland and Shrubland
Wind or Weather or Stress,11520_2_3_7,0.107044,9,California Montane Riparian Systems
Wind or Weather or Stress,11520_4_5,0.1619038,6,California Montane Riparian Systems
Wind or Weather or Stress,11520_6,0.1598516,6,California Montane Riparian Systems
Wind or Weather or Stress,11530_16_23_24_25_27,0.0136052,74,Inter-Mountain Basins Greasewood Flat
Wind or Weather or Stress,11530_20_22_29_30,0.0128572,78,Inter-Mountain Basins Greasewood Flat
Wind or Weather or Stress,11530_28,0.014015,71,Inter-Mountain Basins Greasewood Flat
Wind or Weather or Stress,11530_6_10_12_13_17_18_19_21,0.0068114,147,Inter-Mountain Basins Greasewood Flat
